heading,Period,surge_a,surge_p,sway_a,sway_p,heave_a,heave_p,roll_a,roll_p,pitch_a,pitch_p,yaw_a,yaw_p
225.0,3.6,0.6766,90.1802,0.6763,90.2087,0.9628,359.6561,0.0167,92.7694,0.0165,275.3015,0.0582,302.7713
225.0,3.8,0.6852,90.1914,0.685,90.2157,0.962,359.7275,0.0197,92.3287,0.0196,274.2045,0.0585,303.6083
225.0,4.0,0.6931,90.2025,0.6928,90.2232,0.9624,359.7795,0.0217,92.0817,0.0216,273.5761,0.0588,304.3938
225.0,4.2,0.7001,90.2133,0.6999,90.2309,0.9634,359.8186,0.023,91.9284,0.0228,273.1717,0.059,305.1358
225.0,4.4,0.7065,90.2241,0.7063,90.2388,0.9648,359.8485,0.0237,91.8279,0.0235,272.8915,0.0592,305.8404
225.0,4.6,0.7123,90.2346,0.7121,90.2469,0.9663,359.872,0.024,91.7602,0.0238,272.6875,0.0594,306.5128
225.0,4.8,0.7176,90.245,0.7173,90.2551,0.9679,359.8907,0.0239,91.7143,0.0238,272.5333,0.0595,307.1572
225.0,5.0,0.7224,90.2552,0.7221,90.2634,0.9695,359.9059,0.0237,91.6839,0.0235,272.4137,0.0597,307.777
225.0,5.2,0.7267,90.2654,0.7265,90.2717,0.9711,359.9183,0.0233,91.6647,0.0231,272.3188,0.0598,308.375
225.0,5.4,0.7307,90.2754,0.7304,90.2801,0.9726,359.9285,0.0228,91.6542,0.0226,272.2424,0.0599,308.9537
225.0,5.6,0.7343,90.2853,0.7341,90.2885,0.974,359.9371,0.0222,91.6504,0.0221,272.1799,0.06,309.5152
225.0,5.8,0.7377,90.2951,0.7374,90.2969,0.9754,359.9443,0.0216,91.652,0.0214,272.1283,0.0601,310.0611
225.0,6.0,0.7407,90.3049,0.7405,90.3054,0.9766,359.9504,0.0209,91.6579,0.0208,272.0853,0.0601,310.593
225.0,6.25,0.7442,90.317,0.744,90.316,0.9781,359.9568,0.0201,91.6704,0.0199,272.0409,0.0602,311.2403
225.0,6.5,0.7473,90.329,0.7471,90.3267,0.9795,359.9622,0.0192,91.6874,0.0191,272.0049,0.0603,311.8699
225.0,7.0,0.7528,90.3529,0.7525,90.3481,0.9819,359.9705,0.0176,91.732,0.0174,271.9506,0.0604,313.0836
225.0,7.25,0.7551,90.3647,0.7549,90.3589,0.983,359.9737,0.0168,91.7585,0.0166,271.93,0.0604,313.6706
225.0,7.5,0.7573,90.3765,0.757,90.3696,0.984,359.9765,0.016,91.7873,0.0159,271.9125,0.0605,314.246
225.0,7.75,0.7592,90.3883,0.759,90.3804,0.9849,359.9789,0.0153,91.818,0.0151,271.8976,0.0605,314.8109
225.0,8.0,0.761,90.4,0.7608,90.3912,0.9857,359.981,0.0146,91.8504,0.0145,271.8846,0.0606,315.3661
225.0,8.25,0.7627,90.4117,0.7624,90.4021,0.9865,359.9828,0.0139,91.8843,0.0138,271.8731,0.0606,315.9126
225.0,8.5,0.7642,90.4234,0.764,90.4129,0.9872,359.9844,0.0133,91.9195,0.0132,271.8628,0.0606,316.4508
225.0,8.75,0.7656,90.4351,0.7654,90.4238,0.9878,359.9858,0.0127,91.9558,0.0126,271.8534,0.0606,316.9816
225.0,9.0,0.7668,90.4468,0.7666,90.4347,0.9885,359.987,0.0122,91.9932,0.0121,271.8445,0.0607,317.5054
225.0,9.25,0.768,90.4584,0.7678,90.4455,0.989,359.9881,0.0117,92.0316,0.0115,271.8361,0.0607,318.0228
225.0,9.5,0.7691,90.4701,0.7689,90.4565,0.9896,359.9891,0.0112,92.0708,0.011,271.8279,0.0607,318.5341
225.0,9.75,0.7702,90.4817,0.77,90.4674,0.9901,359.9899,0.0107,92.1107,0.0106,271.8198,0.0607,319.0397
225.0,10.0,0.7711,90.4933,0.7709,90.4783,0.9905,359.9907,0.0103,92.1513,0.0101,271.8115,0.0607,319.5401
225.0,10.5,0.7728,90.5165,0.7726,90.5002,0.9913,359.9921,0.0095,92.2345,0.0093,271.7943,0.0607,320.5262
225.0,11.0,0.7743,90.5396,0.7741,90.5221,0.9921,359.9931,0.0087,92.3197,0.0086,271.7754,0.0607,321.4946
225.0,11.5,0.7756,90.5627,0.7754,90.544,0.9927,359.994,0.0081,92.4067,0.008,271.7543,0.0607,322.4471
225.0,12.0,0.7767,90.5858,0.7765,90.5659,0.9933,359.9948,0.0075,92.4952,0.0074,271.7305,0.0607,323.3851
225.0,13.0,0.7786,90.6318,0.7784,90.6098,0.9943,359.996,0.0065,92.676,0.0064,271.6728,0.0607,325.2229
225.0,14.0,0.7801,90.6777,0.7799,90.6536,0.995,359.9968,0.0057,92.8606,0.0056,271.6,0.0606,327.0157
225.0,15.0,0.7812,90.7234,0.7811,90.6974,0.9956,359.9974,0.005,93.0481,0.0049,271.5104,0.0605,328.7692
225.0,16.0,0.7821,90.7689,0.782,90.7411,0.9962,359.9979,0.0044,93.2378,0.0043,271.4029,0.0604,330.4874
225.0,17.0,0.7829,90.8142,0.7827,90.7846,0.9966,359.9983,0.0039,93.4291,0.0038,271.2768,0.0603,332.1737
225.0,18.0,0.7834,90.8593,0.7833,90.828,0.997,359.9986,0.0035,93.6215,0.0034,271.1318,0.0602,333.8302
225.0,19.0,0.7839,90.9042,0.7838,90.8712,0.9973,359.9988,0.0032,93.8148,0.0031,270.9678,0.06,335.4587
225.0,20.0,0.7843,90.9488,0.7842,90.9142,0.9975,359.999,0.0029,94.0085,0.0028,270.785,0.0598,337.0608
225.0,40.0,0.7828,91.7671,0.783,91.7084,0.9994,359.9999,0.0007,97.7841,0.0007,264.4878,0.0534,4.4651
270.0,0.5,0.0002,306.1747,0.0506,95.2105,0.0055,79.0923,0.0679,274.7413,0.0002,306.1859,0.001,76.125
270.0,0.6,0.0004,305.1258,0.1244,78.8313,0.0141,49.9691,0.1594,258.7843,0.0005,306.1031,0.0018,42.8738
270.0,0.7,0.0007,327.9625,0.2309,77.63,0.0257,31.1666,0.279,257.7313,0.0008,329.5185,0.003,26.4832
270.0,0.8,0.0008,356.7104,0.3372,81.583,0.0411,19.2772,0.3797,261.6972,0.001,358.7252,0.0044,17.517
270.0,0.9,0.0008,21.9346,0.4233,85.1984,0.0594,12.002,0.4383,265.2904,0.0009,24.3295,0.006,12.1928
270.0,1.0,0.0007,40.9211,0.4908,87.4462,0.0787,7.3315,0.4609,267.5053,0.0008,43.6128,0.0078,8.9286
270.0,1.2,0.0005,63.9706,0.5899,89.3866,0.1097,1.2406,0.4393,269.3667,0.0005,67.0588,0.0113,5.5361
270.0,1.4,0.0004,75.7188,0.6601,89.9556,0.1088,353.7254,0.3737,269.8334,0.0004,79.2496,0.0147,4.1389
270.0,1.6,0.0003,82.2249,0.713,90.1118,0.0533,294.7343,0.2964,269.8376,0.0003,86.6801,0.0179,3.7811
270.0,1.8,0.0003,86.2465,0.7555,90.137,0.4155,213.9164,0.2238,269.5882,0.0002,92.4887,0.0211,4.8129
270.0,2.0,0.0002,88.5354,0.7922,90.228,3.4046,278.4912,0.1649,270.2583,0.0002,96.1253,0.0211,20.0266
270.0,2.2,0.0002,90.7077,0.8207,90.206,1.5957,349.6135,0.1107,269.9323,0.0002,100.6722,0.0213,2.7601
270.0,2.4,0.0002,92.4405,0.8473,90.1844,1.1894,356.1169,0.0717,269.2556,0.0001,106.2691,0.0236,2.3247
270.0,2.6,0.0002,93.8749,0.871,90.1786,1.0633,357.9718,0.0421,268.316,0.0001,111.843,0.0251,2.4258
270.0,2.8,0.0002,95.1269,0.892,90.1789,1.01,358.7599,0.0199,266.0324,0.0001,117.5039,0.0263,2.5821
270.0,3.0,0.0002,96.2456,0.9109,90.1824,0.9845,359.1677,0.0037,247.0937,0.0001,123.1593,0.0272,2.7504
270.0,3.2,0.0002,97.2573,0.9278,90.188,0.9717,359.4056,0.0088,99.5201,0.0001,128.6767,0.0279,2.9227
270.0,3.4,0.0002,98.1786,0.9429,90.195,0.9655,359.5563,0.0174,94.7345,0.0001,133.9334,0.0286,3.0969
270.0,3.6,0.0002,99.0209,0.9566,90.2027,0.9628,359.6576,0.0236,93.4236,0.0001,138.8384,0.0291,3.2719
270.0,3.8,0.0002,99.7934,0.9689,90.211,0.962,359.7288,0.0278,92.818,0.0001,143.3392,0.0296,3.4475
270.0,4.0,0.0001,100.5033,0.9799,90.2196,0.9624,359.7808,0.0307,92.4741,0.0001,147.4181,0.03,3.6234
270.0,4.2,0.0001,101.1572,0.9899,90.2284,0.9634,359.8197,0.0325,92.2563,0.0001,151.0833,0.0303,3.7995
270.0,4.4,0.0001,101.7608,0.999,90.2374,0.9648,359.8496,0.0334,92.1092,0.0001,154.36,0.0306,3.9757
270.0,4.6,0.0001,102.3193,1.0072,90.2464,0.9663,359.873,0.0339,92.0058,0.0001,157.282,0.0309,4.1521
270.0,4.8,0.0001,102.8371,1.0146,90.2555,0.9679,359.8916,0.0338,91.9315,0.0001,159.8868,0.0311,4.3285
270.0,5.0,0.0001,103.3184,1.0213,90.2647,0.9695,359.9067,0.0335,91.8776,0.0001,162.2112,0.0313,4.5049
270.0,5.2,0.0001,103.7668,1.0275,90.2738,0.9711,359.919,0.0329,91.8385,0.0001,164.2899,0.0315,4.6813
270.0,5.4,0.0001,104.1856,1.0331,90.283,0.9726,359.9292,0.0322,91.8108,0.0001,166.1543,0.0317,4.8578
270.0,5.6,0.0001,104.5777,1.0383,90.2922,0.974,359.9377,0.0314,91.7917,0.0001,167.832,0.0318,5.0342
270.0,5.8,0.0001,104.9458,1.043,90.3013,0.9753,359.9449,0.0305,91.7796,0.0001,169.3472,0.032,5.2107
270.0,6.0,0.0001,105.2921,1.0473,90.3105,0.9766,359.951,0.0295,91.7731,0.0001,170.7211,0.0321,5.387
270.0,6.25,0.0001,105.6975,1.0522,90.3219,0.9781,359.9574,0.0283,91.7715,0.0001,172.2668,0.0322,5.6075
270.0,6.5,0.0001,106.0757,1.0567,90.3334,0.9795,359.9627,0.0271,91.7756,0.0001,173.6494,0.0323,5.8278
270.0,7.0,0.0001,106.7622,1.0644,90.3563,0.9819,359.9709,0.0248,91.7973,0.0001,176.0197,0.0325,6.2683
270.0,7.25,0.0001,107.0755,1.0677,90.3678,0.983,359.9741,0.0237,91.8135,0.0001,177.0447,0.0326,6.4883
270.0,7.5,0.0001,107.3716,1.0707,90.3793,0.984,359.9769,0.0226,91.8324,0.0001,177.9827,0.0327,6.7082
270.0,7.75,0.0001,107.6523,1.0735,90.3907,0.9849,359.9792,0.0216,91.8537,0.0001,178.8456,0.0327,6.928
270.0,8.0,0.0001,107.9191,1.076,90.4022,0.9857,359.9813,0.0206,91.8771,0.0001,179.6431,0.0328,7.1477
270.0,8.25,0.0001,108.1734,1.0784,90.4137,0.9865,359.9831,0.0197,91.9024,0.0001,180.3837,0.0328,7.3671
270.0,8.5,0.0001,108.4163,1.0805,90.4252,0.9872,359.9846,0.0188,91.9292,0.0001,181.0745,0.0329,7.5864
270.0,8.75,0.0001,108.6489,1.0825,90.4367,0.9878,359.986,0.018,91.9575,0.0001,181.7214,0.0329,7.8056
270.0,9.0,0.0001,108.8721,1.0843,90.4481,0.9885,359.9872,0.0172,91.987,0.0001,182.3296,0.0329,8.0245
270.0,9.25,0.0001,109.0866,1.086,90.4596,0.989,359.9883,0.0165,92.0176,0.0001,182.9035,0.0329,8.2432
270.0,9.5,0.0001,109.2933,1.0875,90.4711,0.9896,359.9893,0.0158,92.0493,0.0001,183.447,0.033,8.4618
270.0,9.75,0.0001,109.4928,1.089,90.4826,0.9901,359.9901,0.0151,92.0819,0.0001,183.9633,0.033,8.6801
270.0,10.0,0.0001,109.6855,1.0903,90.4941,0.9905,359.9909,0.0145,92.1153,0.0001,184.4553,0.033,8.8982
270.0,10.5,0.0001,110.0529,1.0927,90.5171,0.9913,359.9922,0.0134,92.1843,0.0001,185.3759,0.033,9.3337
270.0,11.0,0.0001,110.399,1.0948,90.5401,0.9921,359.9933,0.0123,92.2559,0.0001,186.2253,0.033,9.7682
270.0,11.5,0.0001,110.7266,1.0966,90.5631,0.9927,359.9942,0.0114,92.3295,0.0001,187.0162,0.033,10.2016
270.0,12.0,0.0001,111.0378,1.0983,90.5861,0.9933,359.9949,0.0106,92.405,0.0001,187.7586,0.033,10.634
270.0,13.0,0.0001,111.6184,1.1009,90.6321,0.9942,359.9961,0.0092,92.5602,0.0001,189.1275,0.033,11.4952
270.0,14.0,0.0001,112.1518,1.103,90.6779,0.995,359.9969,0.008,92.72,0.0001,190.3782,0.033,12.3514
270.0,15.0,0.0001,112.646,1.1046,90.7236,0.9956,359.9975,0.007,92.8832,0.0001,191.5412,0.0329,13.2022
270.0,16.0,0.0001,113.1064,1.1059,90.7692,0.9962,359.998,0.0062,93.0489,0.0001,192.6371,0.0328,14.0472
270.0,17.0,0.0001,113.537,1.107,90.8146,0.9966,359.9983,0.0056,93.2166,0.0001,193.6804,0.0327,14.8862
270.0,18.0,0.0001,113.9408,1.1078,90.8598,0.997,359.9986,0.005,93.3856,0.0001,194.6814,0.0326,15.7188
270.0,19.0,0.0001,114.3201,1.1084,90.9048,0.9973,359.9988,0.0045,93.5557,0.0001,195.6475,0.0325,16.5447
270.0,20.0,0.0001,114.6766,1.1089,90.9495,0.9975,359.999,0.0041,93.7265,0.0001,196.5843,0.0324,17.3637
270.0,40.0,0.0001,118.2948,1.1068,91.7706,0.9994,359.9999,0.001,97.0558,0.0001,211.9711,0.0289,32.0165
315.0,0.5,0.0359,277.2518,0.0356,96.428,0.0067,80.1712,0.0477,276.2713,0.0482,277.2566,0.0038,234.7162
315.0,0.6,0.0884,258.7885,0.0877,78.7359,0.0139,48.4944,0.1123,258.9756,0.1134,258.7784,0.0193,90.4174
315.0,0.7,0.1642,257.3539,0.1633,77.3122,0.0252,28.8389,0.1973,257.5262,0.1986,257.297,0.0344,84.9352
315.0,0.8,0.2391,261.3491,0.2387,81.3108,0.0407,17.5438,0.2688,261.4659,0.2695,261.2446,0.0427,82.3909
315.0,0.9,0.2996,264.9909,0.2997,85.006,0.0591,10.8441,0.3104,265.1109,0.3103,264.8374,0.0469,80.4792
315.0,1.0,0.347,267.2536,0.3475,87.3194,0.0784,6.5361,0.3264,267.3815,0.3259,267.0489,0.0492,78.648
315.0,1.2,0.4169,269.2269,0.4175,89.3331,0.1095,0.7711,0.3111,269.3161,0.3104,268.9093,0.0518,75.1038
315.0,1.4,0.4664,269.8303,0.467,89.9328,0.1086,353.2944,0.2646,269.8218,0.2639,269.3736,0.0537,72.027
315.0,1.6,0.5039,270.0178,0.5044,90.1014,0.0539,294.0932,0.2098,269.8436,0.2091,269.3777,0.0556,69.5983
315.0,1.8,0.5337,270.0746,0.5344,90.1275,0.4164,214.0533,0.1586,269.5666,0.1575,269.1789,0.0584,68.0378
315.0,2.0,0.5587,270.0617,0.5608,90.2378,3.4021,278.5363,0.118,270.4071,0.1137,268.6693,0.06,76.5701
315.0,2.2,0.5803,270.1033,0.5805,90.2295,1.596,349.6113,0.0785,270.3677,0.0784,268.3209,0.0549,67.0784
315.0,2.4,0.5991,270.1133,0.5993,90.2014,1.1896,356.1161,0.0508,269.7455,0.0509,267.4852,0.0568,65.3692
315.0,2.6,0.6158,270.1224,0.616,90.1928,1.0634,357.9706,0.0299,269.0115,0.0299,265.8739,0.0578,64.6133
315.0,2.8,0.6307,270.1323,0.6309,90.1911,1.01,358.7585,0.0142,267.3115,0.0143,261.7022,0.0585,64.16
315.0,3.0,0.644,270.1429,0.6442,90.1929,0.9845,359.1662,0.0026,253.2828,0.0032,231.6815,0.059,63.8784
315.0,3.2,0.656,270.1539,0.6562,90.197,0.9718,359.4041,0.0061,97.3994,0.0063,107.0995,0.0593,63.7144
315.0,3.4,0.6667,270.165,0.6669,90.2025,0.9655,359.5549,0.0122,93.7692,0.0123,98.2108,0.0595,63.6372
315.0,3.6,0.6764,270.1762,0.6765,90.209,0.9628,359.6563,0.0166,92.79,0.0166,95.741,0.0597,63.6268
315.0,3.8,0.685,270.1873,0.6852,90.2161,0.962,359.7276,0.0196,92.3426,0.0196,94.5998,0.0597,63.6688
315.0,4.0,0.6929,270.1982,0.693,90.2235,0.9624,359.7796,0.0216,92.0924,0.0216,93.9516,0.0598,63.7529
315.0,4.2,0.6999,270.209,0.7001,90.2313,0.9634,359.8187,0.0229,91.9372,0.0229,93.5399,0.0598,63.8713
315.0,4.4,0.7063,270.2196,0.7065,90.2393,0.9648,359.8486,0.0236,91.8354,0.0236,93.2601,0.0597,64.0178
315.0,4.6,0.7121,270.2301,0.7123,90.2474,0.9663,359.8721,0.0239,91.7668,0.0238,93.0614,0.0597,64.1877
315.0,4.8,0.7174,270.2404,0.7175,90.2556,0.9679,359.8908,0.0239,91.7204,0.0238,92.9162,0.0596,64.3772
315.0,5.0,0.7222,270.2506,0.7223,90.2639,0.9695,359.9059,0.0237,91.6895,0.0236,92.8082,0.0595,64.5833
315.0,5.2,0.7265,270.2607,0.7267,90.2722,0.9711,359.9183,0.0233,91.67,0.0232,92.7273,0.0594,64.8036
315.0,5.4,0.7305,270.2706,0.7306,90.2806,0.9726,359.9286,0.0228,91.6592,0.0227,92.6665,0.0592,65.0359
315.0,5.6,0.7341,270.2805,0.7343,90.2891,0.974,359.9371,0.0222,91.6552,0.0221,92.6214,0.0591,65.2787
315.0,5.8,0.7375,270.2903,0.7376,90.2975,0.9754,359.9443,0.0215,91.6566,0.0214,92.5885,0.0589,65.5305
315.0,6.0,0.7405,270.3,0.7407,90.306,0.9766,359.9505,0.0209,91.6624,0.0208,92.5654,0.0588,65.7902
315.0,6.25,0.744,270.3121,0.7442,90.3167,0.9781,359.9569,0.02,91.6747,0.0199,92.5477,0.0586,66.1245
315.0,6.5,0.7472,270.3241,0.7473,90.3274,0.9795,359.9622,0.0192,91.6916,0.0191,92.5399,0.0584,66.468
315.0,7.0,0.7526,270.3479,0.7527,90.3488,0.9819,359.9705,0.0175,91.7361,0.0174,92.5468,0.058,67.1776
315.0,7.25,0.7549,270.3598,0.7551,90.3596,0.983,359.9738,0.0167,91.7626,0.0166,92.559,0.0578,67.5418
315.0,7.5,0.7571,270.3716,0.7572,90.3704,0.984,359.9765,0.016,91.7913,0.0159,92.5756,0.0575,67.911
315.0,7.75,0.759,270.3833,0.7592,90.3812,0.9849,359.9789,0.0153,91.822,0.0151,92.5961,0.0573,68.2847
315.0,8.0,0.7608,270.3951,0.761,90.392,0.9857,359.981,0.0146,91.8544,0.0145,92.6198,0.0571,68.6624
315.0,8.25,0.7625,270.4068,0.7626,90.4029,0.9865,359.9828,0.0139,91.8883,0.0138,92.6463,0.0569,69.0435
315.0,8.5,0.764,270.4185,0.7641,90.4138,0.9872,359.9844,0.0133,91.9235,0.0132,92.6752,0.0567,69.4276
315.0,8.75,0.7654,270.4302,0.7655,90.4247,0.9878,359.9858,0.0127,91.9599,0.0126,92.7062,0.0565,69.8144
315.0,9.0,0.7667,270.4418,0.7668,90.4356,0.9885,359.987,0.0122,91.9973,0.012,92.739,0.0562,70.2035
315.0,9.25,0.7679,270.4535,0.768,90.4465,0.989,359.9881,0.0117,92.0356,0.0115,92.7733,0.056,70.5947
315.0,9.5,0.769,270.4651,0.7691,90.4574,0.9896,359.9891,0.0112,92.0749,0.011,92.809,0.0558,70.9877
315.0,9.75,0.77,270.4767,0.7701,90.4684,0.9901,359.99,0.0107,92.1148,0.0106,92.8459,0.0556,71.3823
315.0,10.0,0.7709,270.4884,0.7711,90.4793,0.9905,359.9907,0.0103,92.1555,0.0101,92.8838,0.0553,71.7784
315.0,10.5,0.7727,270.5116,0.7728,90.5012,0.9913,359.9921,0.0094,92.2387,0.0093,92.9623,0.0549,72.5741
315.0,11.0,0.7741,270.5347,0.7743,90.5232,0.9921,359.9932,0.0087,92.3241,0.0086,93.0433,0.0545,73.3735
315.0,11.5,0.7754,270.5579,0.7756,90.5451,0.9927,359.9941,0.0081,92.4112,0.0079,93.1263,0.054,74.1759
315.0,12.0,0.7766,270.581,0.7767,90.5671,0.9933,359.9948,0.0075,92.4998,0.0073,93.2106,0.0536,74.9802
315.0,13.0,0.7784,270.6271,0.7786,90.6111,0.9942,359.996,0.0065,92.6809,0.0063,93.3812,0.0527,76.5925
315.0,14.0,0.7799,270.6731,0.7801,90.655,0.995,359.9968,0.0057,92.8658,0.0055,93.5516,0.0519,78.2061
315.0,15.0,0.7811,270.7189,0.7813,90.6989,0.9956,359.9974,0.005,93.0536,0.0048,93.7195,0.051,79.8177
315.0,16.0,0.782,270.7645,0.7822,90.7427,0.9962,359.9979,0.0044,93.2436,0.0043,93.8829,0.0501,81.4251
315.0,17.0,0.7827,270.81,0.7829,90.7863,0.9966,359.9983,0.0039,93.4352,0.0038,94.04,0.0493,83.0263
315.0,18.0,0.7833,270.8552,0.7835,90.8297,0.997,359.9986,0.0035,93.628,0.0034,94.1896,0.0484,84.6196
315.0,19.0,0.7838,270.9001,0.784,90.873,0.9973,359.9988,0.0032,93.8216,0.003,94.3306,0.0475,86.204
315.0,20.0,0.7841,270.9449,0.7844,90.9161,0.9975,359.999,0.0029,94.0157,0.0027,94.4621,0.0467,87.7784
315.0,40.0,0.7827,271.7656,0.7832,91.7119,0.9994,359.9999,0.0007,97.7984,0.0006,94.669,0.0309,116.5644